time,tavg,prcp,wspd,wdir,pres
2023-01-01,6.4,0.0,4.0,137.0,1025.7
2023-01-02,5.6,0.3,6.2,185.0,1025.4
2023-01-03,7.5,0.0,8.0,273.0,1029.6
2023-01-04,7.8,0.6,7.1,226.0,1027.9
2023-01-05,12.4,5.1,22.8,266.0,1018.2
2023-01-06,10.2,0.0,9.8,237.0,1023.2
2023-01-07,9.9,0.0,8.9,178.0,1020.9
2023-01-08,4.7,0.0,8.1,157.0,1013.5
2023-01-09,6.1,1.0,12.2,246.0,1005.1
2023-01-10,7.1,2.5,22.3,304.0,1016.2
2023-01-11,5.7,0.0,9.1,224.0,1020.7
2023-01-12,10.3,0.1,13.4,247.0,1020.0
2023-01-13,8.1,1.2,8.2,199.0,1016.8
2023-01-14,8.7,0.0,13.8,236.0,1019.9
2023-01-15,6.4,9.9,10.7,170.0,1010.1
2023-01-16,5.3,0.0,10.5,176.0,1001.0
2023-01-17,4.3,2.0,8.2,153.0,991.4
2023-01-18,4.9,3.0,7.2,228.0,994.4
2023-01-19,3.3,0.0,16.1,297.0,1007.2
2023-01-20,1.3,0.1,16.4,305.0,1014.1
2023-01-21,0.8,5.3,18.5,310.0,1018.3
2023-01-22,0.9,6.6,13.9,301.0,1025.2
2023-01-23,2.6,0.3,13.1,316.0,1031.0
2023-01-24,3.5,0.0,12.5,322.0,1035.0
2023-01-25,3.1,0.0,8.6,337.0,1032.1
2023-01-26,1.6,0.5,6.6,52.0,1021.6
2023-01-27,1.0,1.8,13.3,319.0,1019.6
2023-01-28,0.4,3.9,16.5,311.0,1023.7
2023-01-29,0.2,0.0,12.1,311.0,1027.4
2023-01-30,2.7,0.3,22.1,257.0,1017.3
2023-01-31,4.9,0.0,25.5,284.0,1019.4
2023-02-01,5.8,2.0,27.7,271.0,1017.4
2023-02-02,4.4,9.9,22.7,276.0,1019.1
2023-02-03,5.6,8.9,24.2,272.0,1021.1
2023-02-04,3.6,1.7,27.2,309.0,1027.3
2023-02-05,-0.6,0.0,14.2,329.0,1037.7
2023-02-06,-2.2,0.0,9.1,325.0,1039.8
2023-02-07,-2.3,0.0,10.7,318.0,1041.5
2023-02-08,-1.4,0.0,8.0,79.0,1042.9
2023-02-09,-0.1,0.0,12.0,147.0,1038.9
2023-02-10,1.8,0.0,10.6,259.0,1037.9
2023-02-11,5.0,0.0,16.8,263.0,1034.3
2023-02-12,7.2,0.1,14.5,296.0,1037.0
2023-02-13,7.1,0.0,8.4,284.0,1038.7
2023-02-14,5.9,0.0,11.0,313.0,1037.0
2023-02-15,3.3,0.0,5.8,142.0,1033.2
2023-02-16,4.0,0.0,5.4,185.0,1028.5
2023-02-17,9.5,1.0,16.1,256.0,1023.6
2023-02-18,14.5,0.0,23.8,270.0,1019.0
2023-02-19,11.4,6.6,22.5,279.0,1019.1
2023-02-20,10.3,1.7,17.7,278.0,1022.6
2023-02-21,12.9,0.0,18.5,277.0,1017.7
2023-02-22,12.2,0.0,7.6,77.0,1016.8
2023-02-23,9.5,0.0,7.7,121.0,1014.7
2023-02-24,11.4,0.8,8.1,228.0,1006.8
2023-02-25,7.2,6.5,21.4,275.0,1002.4
2023-02-26,2.4,0.5,16.2,328.0,1013.6
2023-02-27,1.5,0.0,14.4,338.0,1024.8
2023-02-28,2.1,0.0,7.6,56.0,1028.7
2023-03-01,3.7,0.0,6.0,28.0,1026.4
2023-03-02,6.2,0.0,6.2,60.0,1021.7
2023-03-03,6.7,0.0,8.3,318.0,1019.4
2023-03-04,7.1,0.0,15.4,299.0,1017.9
2023-03-05,4.8,0.0,16.7,282.0,1014.5
2023-03-06,5.8,0.0,9.1,232.0,1008.0
2023-03-07,6.2,0.0,10.4,208.0,1004.1
2023-03-08,9.1,0.0,13.0,216.0,1001.5
2023-03-09,12.6,1.0,16.3,233.0,999.4
2023-03-10,11.5,0.0,11.3,236.0,996.9
2023-03-11,5.8,0.2,26.6,288.0,1004.1
2023-03-12,5.3,0.1,9.9,265.0,1015.9
2023-03-13,11.6,0.0,10.4,162.0,1011.0
2023-03-14,11.2,0.1,13.3,243.0,1001.1
2023-03-15,6.8,0.0,20.5,313.0,1013.6
2023-03-16,5.7,0.0,11.5,330.0,1023.6
2023-03-17,7.6,0.0,18.5,137.0,1020.4
2023-03-18,9.1,0.0,15.0,135.0,1017.3
2023-03-19,9.9,0.0,6.8,108.0,1016.9
2023-03-20,12.9,0.0,11.1,282.0,1018.2
2023-03-21,13.9,0.0,10.3,288.0,1016.8
2023-03-22,14.8,0.0,6.7,173.0,1013.9
2023-03-23,15.5,0.0,5.8,158.0,1012.2
2023-03-24,15.8,0.3,7.9,173.0,1009.5
2023-03-25,12.7,1.5,21.5,265.0,1010.2
2023-03-26,12.3,0.0,14.1,247.0,1007.5
2023-03-27,7.8,3.5,22.9,299.0,1006.6
2023-03-28,4.5,0.2,22.7,301.0,1021.7
2023-03-29,5.9,0.0,7.5,195.0,1023.3
2023-03-30,10.7,2.0,8.1,179.0,1015.7
2023-03-31,14.0,0.3,13.1,229.0,1007.3
2023-04-01,12.6,0.0,20.8,271.0,1003.8
2023-04-02,9.4,5.1,18.0,294.0,1012.1
2023-04-03,5.4,0.0,20.1,332.0,1023.5
2023-04-04,3.4,0.0,20.0,332.0,1024.1
2023-04-05,3.2,0.0,13.1,323.0,1023.1
2023-04-06,6.1,0.0,14.1,307.0,1020.3
2023-04-07,7.2,0.0,12.3,319.0,1017.4
2023-04-08,4.7,7.1,7.4,334.0,1021.1
2023-04-09,7.0,1.0,8.1,295.0,1024.8
2023-04-10,10.0,0.0,9.1,297.0,1024.5
2023-04-11,9.4,1.9,10.8,236.0,1015.4
2023-04-12,10.8,0.0,8.9,181.0,1010.5
2023-04-13,9.6,7.9,11.8,278.0,1006.7
2023-04-14,4.9,43.9,20.3,279.0,1003.6
2023-04-15,6.5,15.0,9.8,223.0,1006.3
2023-04-16,9.0,0.4,8.6,283.0,1016.4
2023-04-17,11.9,0.1,17.4,302.0,1018.0
2023-04-18,11.9,0.4,15.6,321.0,1019.2
2023-04-19,10.3,5.3,13.7,308.0,1018.0
2023-04-20,11.0,0.0,7.7,75.0,1016.8
2023-04-21,14.7,0.0,8.3,106.0,1015.9
2023-04-22,15.9,0.0,10.6,142.0,1013.4
2023-04-23,16.9,0.0,10.6,140.0,1009.9
2023-04-24,13.5,5.3,14.7,263.0,1006.7
2023-04-25,11.8,0.3,17.8,288.0,1009.6
2023-04-26,9.7,0.0,14.3,307.0,1016.5
2023-04-27,10.9,0.0,6.1,10.0,1020.2
2023-04-28,12.6,1.0,10.6,141.0,1018.0
2023-04-29,15.0,7.9,7.3,221.0,1014.0
2023-04-30,14.1,0.0,13.7,326.0,1019.5
2023-05-01,14.4,0.0,13.2,123.0,1017.9
2023-05-02,14.9,1.4,13.0,272.0,1018.8
2023-05-03,13.9,0.5,14.3,331.0,1023.9
2023-05-04,14.3,0.0,10.4,326.0,1023.0
2023-05-05,16.5,0.0,6.8,133.0,1019.0
2023-05-06,17.5,1.0,8.1,218.0,1016.5
2023-05-07,15.2,0.0,9.9,337.0,1019.2
2023-05-08,11.7,0.0,11.1,352.0,1024.3
2023-05-09,13.2,0.0,14.2,109.0,1021.6
2023-05-10,15.4,0.0,18.5,138.0,1014.8
2023-05-11,15.8,0.0,12.2,124.0,1015.5
2023-05-12,11.9,13.0,12.1,99.0,1017.8
2023-05-13,12.3,2.0,12.0,110.0,1020.4
2023-05-14,11.5,14.2,9.6,72.0,1017.2
2023-05-15,14.2,1.1,12.8,277.0,1010.1
2023-05-16,14.0,16.7,12.1,291.0,1012.0
2023-05-17,10.5,30.0,20.6,309.0,1017.4
2023-05-18,10.6,0.0,16.2,316.0,1023.6
2023-05-19,13.9,0.0,9.0,43.0,1023.0
2023-05-20,18.2,0.0,7.9,75.0,1020.0
2023-05-21,20.7,0.0,7.6,117.0,1016.7
2023-05-22,21.6,0.0,6.9,123.0,1014.4
2023-05-23,20.6,0.4,10.8,251.0,1012.1
2023-05-24,17.9,0.0,12.9,317.0,1017.0
2023-05-25,17.5,0.0,10.7,332.0,1021.4
2023-05-26,19.0,0.0,13.3,327.0,1022.1
2023-05-27,18.4,0.0,14.0,335.0,1022.6
2023-05-28,18.3,0.0,7.2,349.0,1018.3
2023-05-29,19.7,0.0,8.4,319.0,1017.2
2023-05-30,19.7,0.0,11.5,324.0,1018.9
2023-05-31,19.8,0.0,9.5,341.0,1020.5
2023-06-01,21.6,0.0,5.8,329.0,1016.3
2023-06-02,21.7,0.0,10.6,308.0,1013.5
2023-06-03,18.1,0.0,10.4,14.0,1019.0
2023-06-04,17.7,0.0,8.7,88.0,1019.0
2023-06-05,18.1,7.1,9.4,127.0,1018.9
2023-06-06,18.5,52.1,6.6,334.0,1016.4
2023-06-07,18.8,0.1,8.3,286.0,1016.5
2023-06-08,19.0,25.9,7.2,287.0,1015.0
2023-06-09,19.4,0.0,9.2,286.0,1013.1
2023-06-10,19.5,24.2,9.2,313.0,1013.0
2023-06-11,19.6,0.0,11.7,329.0,1015.2
2023-06-12,19.0,0.0,10.9,345.0,1016.5
2023-06-13,17.9,0.0,7.2,4.0,1014.5
2023-06-14,18.4,0.0,6.6,36.0,1014.6
2023-06-15,19.4,0.0,6.9,307.0,1016.3
2023-06-16,20.6,0.0,12.1,293.0,1014.7
2023-06-17,20.3,0.0,14.0,285.0,1014.4
2023-06-18,22.3,0.0,6.2,256.0,1014.7
2023-06-19,24.7,0.0,6.3,116.0,1014.6
2023-06-20,26.7,0.0,10.0,144.0,1014.2
2023-06-21,27.5,1.5,6.8,263.0,1015.4
2023-06-22,27.0,0.0,9.9,142.0,1016.3
2023-06-23,24.9,7.1,20.0,267.0,1015.3
2023-06-24,19.0,1.0,18.8,290.0,1021.5
2023-06-25,22.5,0.0,10.0,313.0,1018.9
2023-06-26,24.6,0.0,6.4,271.0,1015.4
2023-06-27,21.8,2.3,15.3,289.0,1015.4
2023-06-28,19.9,0.0,14.0,285.0,1016.5
2023-06-29,22.3,0.0,7.7,277.0,1016.0
2023-06-30,23.6,5.8,7.8,134.0,1010.3
2023-07-01,21.7,0.1,14.3,276.0,1008.4
2023-07-02,22.4,0.0,17.8,265.0,1009.2
2023-07-03,22.9,0.0,11.3,236.0,1013.1
2023-07-04,24.0,0.0,8.8,247.0,1014.7
2023-07-05,23.4,1.5,10.9,192.0,1013.6
2023-07-06,21.7,0.1,11.4,301.0,1017.9
2023-07-07,23.6,0.0,7.0,322.0,1020.9
2023-07-08,24.7,0.0,8.0,137.0,1020.5
2023-07-09,27.1,0.0,6.1,232.0,1020.2
2023-07-10,28.0,0.0,7.8,266.0,1018.2
2023-07-11,27.7,0.0,8.7,3.0,1016.7
2023-07-12,27.8,0.0,10.0,255.0,1011.9
2023-07-13,23.2,3.0,18.7,267.0,1014.9
2023-07-14,25.0,0.0,11.4,272.0,1017.2
2023-07-15,27.3,0.0,12.0,139.0,1013.3
2023-07-16,28.7,0.0,11.2,266.0,1013.2
2023-07-17,27.6,0.0,12.1,283.0,1016.8
2023-07-18,26.6,0.0,11.7,296.0,1018.3
2023-07-19,26.9,0.0,15.4,265.0,1011.6
2023-07-20,24.4,0.2,14.8,279.0,1011.5
2023-07-21,22.5,0.3,8.7,171.0,1010.9
2023-07-22,22.7,0.0,13.7,265.0,1014.8
2023-07-23,25.4,0.0,10.3,186.0,1014.3
2023-07-24,27.2,0.2,11.5,183.0,1007.3
2023-07-25,21.8,5.1,13.0,275.0,1004.8
2023-07-26,18.3,2.3,20.8,284.0,1009.4
2023-07-27,19.4,0.0,13.4,252.0,1014.0
2023-07-28,23.8,0.0,13.7,232.0,1009.8
2023-07-29,25.1,0.0,13.4,255.0,1011.3
2023-07-30,23.0,10.9,15.1,270.0,1012.4
2023-07-31,23.0,0.0,13.3,262.0,1013.6
2023-08-01,20.4,16.0,8.3,215.0,1006.7
2023-08-02,22.1,0.0,15.3,201.0,1005.9
2023-08-03,21.7,0.0,9.7,226.0,1006.7
2023-08-04,19.8,3.6,8.2,231.0,1011.8
2023-08-05,17.6,15.0,16.3,295.0,1008.6
2023-08-06,16.9,4.8,22.1,278.0,1004.7
2023-08-07,15.3,0.5,25.2,264.0,1011.5
2023-08-08,18.5,0.0,14.7,247.0,1017.1
2023-08-09,17.7,4.2,9.9,239.0,1017.2
2023-08-10,18.8,0.1,7.6,283.0,1020.9
2023-08-11,21.1,0.0,5.6,225.0,1022.6
2023-08-12,23.4,0.0,10.1,150.0,1020.5
2023-08-13,25.2,0.0,7.7,142.0,1018.5
2023-08-14,26.5,0.0,14.3,139.0,1017.8
2023-08-15,26.8,0.0,13.9,145.0,1017.2
2023-08-16,25.4,12.0,7.2,162.0,1018.2
2023-08-17,23.9,0.0,7.6,135.0,1017.9
2023-08-18,24.9,0.0,6.0,102.0,1017.1
2023-08-19,26.3,0.0,5.8,146.0,1018.0
2023-08-20,28.2,0.0,6.3,279.0,1019.8
2023-08-21,29.2,0.0,6.5,172.0,1020.1
2023-08-22,29.6,0.0,6.3,223.0,1017.7
2023-08-23,28.0,0.0,10.7,285.0,1017.1
2023-08-24,27.5,0.0,7.0,76.0,1016.5
2023-08-25,28.9,0.0,9.6,196.0,1011.6
2023-08-26,26.8,0.0,9.7,299.0,1010.9
2023-08-27,23.6,0.0,13.5,256.0,1008.7
2023-08-28,20.8,0.3,12.5,331.0,1007.0
2023-08-29,16.9,9.6,16.5,286.0,1005.1
2023-08-30,16.9,0.6,16.1,285.0,1007.9
2023-08-31,19.3,0.5,14.2,258.0,1012.6
2023-09-01,20.4,0.0,7.4,199.0,1017.3
2023-09-02,22.9,7.1,6.2,217.0,1019.2
2023-09-03,21.6,0.0,10.6,303.0,1023.2
2023-09-04,19.9,0.0,11.1,333.0,1026.8
2023-09-05,20.2,0.0,5.5,120.0,1025.1
2023-09-06,21.7,0.0,8.2,135.0,1023.0
2023-09-07,22.4,0.0,7.4,125.0,1022.9
2023-09-08,22.7,0.0,9.5,129.0,1021.3
2023-09-09,23.3,0.0,8.5,126.0,1019.3
2023-09-10,23.7,0.0,5.9,126.0,1018.3
2023-09-11,24.0,0.0,5.8,120.0,1015.2
2023-09-12,24.6,0.0,5.9,130.0,1013.0
2023-09-13,23.9,17.6,10.9,263.0,1013.5
2023-09-14,20.9,2.1,14.6,307.0,1018.5
2023-09-15,19.9,0.0,7.5,36.0,1020.7
2023-09-16,21.4,0.0,13.7,129.0,1018.0
2023-09-17,21.7,0.0,7.6,120.0,1017.1
2023-09-18,23.0,0.0,15.2,144.0,1012.4
2023-09-19,21.0,5.9,17.4,267.0,1013.4
2023-09-20,21.1,0.0,11.8,166.0,1015.2
2023-09-21,22.4,0.0,17.8,148.0,1006.6
2023-09-22,22.1,0.0,10.7,190.0,1004.3
2023-09-23,16.9,5.1,16.8,284.0,1014.3
2023-09-24,16.1,0.0,18.4,313.0,1023.5
2023-09-25,17.7,0.0,10.2,312.0,1025.1
2023-09-26,20.2,0.0,7.1,150.0,1023.4
2023-09-27,21.2,0.0,9.0,137.0,1022.2
2023-09-28,21.1,0.0,10.1,152.0,1020.2
2023-09-29,21.1,0.0,6.7,175.0,1020.6
2023-09-30,20.1,0.2,14.8,286.0,1022.8
2023-10-01,18.4,0.0,9.0,302.0,1025.7
2023-10-02,20.4,0.0,7.3,172.0,1024.2
2023-10-03,20.4,0.0,8.2,148.0,1019.1
2023-10-04,18.7,0.0,15.5,285.0,1026.1
2023-10-05,16.5,0.0,8.9,257.0,1025.5
2023-10-06,17.1,0.0,8.9,257.0,1026.4
2023-10-07,18.7,0.0,19.7,259.0,1021.9
2023-10-08,17.6,0.1,19.9,292.0,1021.9
2023-10-09,14.5,19.3,10.6,224.0,1021.5
2023-10-10,17.2,3.3,12.1,269.0,1021.0
2023-10-11,18.1,0.0,6.5,178.0,1020.2
2023-10-12,19.0,0.0,7.2,235.0,1017.5
2023-10-13,21.5,0.4,8.3,200.0,1016.8
2023-10-14,19.0,0.1,10.4,236.0,1011.1
2023-10-15,12.7,1.0,18.0,301.0,1017.2
2023-10-16,9.8,0.0,10.5,308.0,1022.7
2023-10-17,9.0,0.0,8.5,103.0,1021.2
2023-10-18,9.3,0.0,14.3,118.0,1015.3
2023-10-19,11.9,0.0,7.9,75.0,1002.0
2023-10-20,17.4,0.0,14.0,163.0,990.6
2023-10-21,20.0,0.0,10.0,200.0,998.6
2023-10-22,16.6,0.0,15.5,263.0,1009.1
2023-10-23,13.9,0.0,7.2,139.0,1015.7
2023-10-24,13.6,1.3,7.5,96.0,1007.6
2023-10-25,14.7,1.0,14.1,248.0,1003.1
2023-10-26,15.4,0.8,8.7,227.0,999.4
2023-10-27,12.3,23.9,13.4,275.0,995.3
2023-10-28,13.9,0.0,11.3,236.0,1005.5
2023-10-29,11.7,0.0,5.8,148.0,1008.2
2023-10-30,13.2,0.1,7.4,322.0,1007.5
2023-10-31,14.1,10.9,19.7,245.0,1004.4
2023-11-01,14.1,0.0,12.6,188.0,1011.1
2023-11-02,13.5,1.3,17.2,154.0,997.8
2023-11-03,9.7,27.9,16.1,256.0,989.1
2023-11-04,9.8,0.0,11.9,185.0,996.0
2023-11-05,11.4,11.9,10.0,217.0,989.7
2023-11-06,13.7,0.0,11.6,236.0,1008.4
2023-11-07,11.5,2.6,6.8,258.0,1015.9
2023-11-08,10.6,0.1,15.2,264.0,1018.7
2023-11-09,7.5,0.0,6.8,169.0,1013.6
2023-11-10,8.3,1.3,8.9,211.0,1006.5
2023-11-11,8.8,0.8,17.9,282.0,1005.0
2023-11-12,8.1,0.0,11.6,234.0,1010.5
2023-11-13,7.2,9.7,7.0,200.0,1012.6
2023-11-14,13.2,6.1,17.0,252.0,1008.9
2023-11-15,11.9,6.1,23.2,268.0,1012.4
2023-11-16,11.4,0.0,12.1,212.0,1015.7
2023-11-17,7.7,6.1,19.2,305.0,1012.6
2023-11-18,5.9,0.0,19.5,300.0,1024.2
2023-11-19,5.6,4.1,8.0,199.0,1017.2
2023-11-20,11.5,0.5,17.4,263.0,1012.3
2023-11-21,10.1,0.0,12.3,283.0,1013.0
2023-11-22,5.1,0.0,15.1,324.0,1023.8
2023-11-23,5.9,0.0,17.2,265.0,1021.9
2023-11-24,7.7,5.1,23.9,274.0,1004.0
2023-11-25,3.2,2.3,20.0,296.0,1003.2
2023-11-26,2.6,0.0,19.0,301.0,1011.7
2023-11-27,4.9,1.0,13.1,230.0,1008.5
2023-11-28,4.0,6.1,12.2,294.0,995.8
2023-11-29,1.5,0.5,12.4,271.0,1009.3
2023-11-30,0.7,0.1,6.9,90.0,1005.6
2023-12-01,1.2,6.1,6.9,342.0,1003.3
2023-12-02,0.5,22.1,18.0,311.0,1004.2
2023-12-03,-1.4,0.3,17.2,280.0,1023.5
2023-12-04,-1.9,0.0,14.1,142.0,1021.2
2023-12-05,-0.2,0.0,10.1,137.0,1014.9
2023-12-06,1.1,6.7,6.8,208.0,1015.9
2023-12-07,3.4,0.0,16.4,290.0,1020.6
2023-12-08,0.9,0.0,12.3,139.0,1018.5
2023-12-09,0.9,3.3,11.6,143.0,1017.5
2023-12-10,3.9,3.0,11.7,215.0,1011.9
2023-12-11,4.8,0.8,7.3,188.0,1009.5
2023-12-12,8.8,0.0,10.3,203.0,1010.5
2023-12-13,6.7,4.3,5.7,209.0,1002.8
2023-12-14,7.3,0.3,13.1,292.0,1011.6
2023-12-15,5.4,3.6,14.9,307.0,1030.9
2023-12-16,6.3,0.0,14.7,282.0,1040.0
2023-12-17,7.8,0.0,10.8,252.0,1038.9
2023-12-18,7.6,0.0,7.2,244.0,1033.7
2023-12-19,6.1,0.0,5.8,190.0,1025.1
2023-12-20,5.1,1.2,17.0,255.0,1015.2
2023-12-21,8.7,0.8,25.2,253.0,1003.8
2023-12-22,7.3,6.1,25.5,274.0,996.7
2023-12-23,5.5,38.1,25.5,285.0,1002.5
2023-12-24,9.7,1.2,29.2,271.0,1009.1
2023-12-25,14.1,0.3,23.5,260.0,1010.7
2023-12-26,12.6,0.0,18.8,255.0,1015.6
2023-12-27,9.7,0.0,10.1,223.0,1023.8
2023-12-28,4.9,0.0,6.1,162.0,1021.9
2023-12-29,7.8,0.0,7.2,214.0,1018.4
2023-12-30,10.6,0.0,12.4,244.0,1017.8
2023-12-31,4.3,0.0,6.4,199.0,1013.1
2024-01-01,6.5,5.6,15.8,273.0,1012.0
